Property_ID,Neighborhood,Year_Built,Number_of_Bedrooms,Property_Size,Sold_Year,Number_of_Bathrooms,Property_Type,Price,Address
388,Old Town,1959,2,1265,2010,1,Semi-detached,151500,197 School House Lane
389,University,1908,1,757,2019,1,Semi-detached,120980,7 Research Boulevard
390,University,2004,1,655,2015,1,Bungalow,106700,147 Research Boulevard
391,New Development,2014,1,750,2017,1,Bungalow,112500,143 Rosehip Road
392,New Development,2008,3,1165,2010,3,Flat,196450,2 Chestnut Mews
393,University,1932,6,1331,2020,5,Bungalow,271340,121 Academic Crescent
394,University,1948,5,1895,2020,5,Bungalow,340300,165 College Road
395,New Development,1967,2,1156,2015,2,Bungalow,180280,29 Primrose Avenue
396,New Development,1903,2,1140,2018,1,Bungalow,173200,159 Rosehip Road
397,University,2022,3,1357,2022,3,Flat,234980,127 Academic Crescent
398,New Development,1947,2,946,2011,2,Semi-detached,152980,167 Dahlia Court
399,Old Town,1915,1,724,2010,1,Bungalow,87400,15 Stable Mews
400,City Centre,1946,5,1833,2013,5,Semi-detached,349950,81 Clock Tower Road
401,Old Town,1925,4,1497,2015,3,Terraced,204700,131 School House Lane
402,New Development,1969,2,1106,2019,2,Bungalow,173780,164 Magnolia Row
403,Old Town,1936,1,674,2019,1,Terraced,82400,40 The Green
404,City Centre,1921,4,1825,2018,4,Bungalow,333750,27 Victoria Parade
405,New Development,2005,5,1752,2014,5,Semi-detached,302760,60 Primrose Avenue
406,University,2002,4,2012,2016,4,Semi-detached,261200,175 Faculty Court
407,University,1906,1,618,2015,1,Semi-detached,76800,179 Professor’s Close
408,University,1941,6,1913,2015,6,Terraced,376950,117 Chancellor Road
409,New Development,1929,6,2153,2018,6,Detached,369890,5 Silverleaf Way
410,University,1973,4,1203,2014,4,Flat,228420,149 Academic Crescent
411,New Development,2020,3,914,2020,3,Semi-detached,163820,168 Silverleaf Way
412,City Centre,1978,4,1205,2017,4,Semi-detached,240750,175 Prince’s Gate
413,City Centre,1905,2,971,2020,2,Terraced,175650,143 Station Road
414,City Centre,1923,2,973,2012,1,Flat,170950,157 Queen Avenue
415,City Centre,1965,6,2300,2018,6,Bungalow,435000,163 Station Road
416,University,1939,3,1270,2014,3,Semi-detached,222800,26 Library Lane
417,New Development,2020,1,715,2020,1,Bungalow,107950,175 Birch Grove
418,New Development,2015,2,955,2015,2,Detached,154150,118 Sycamore Way
419,Old Town,1914,6,2414,2018,6,Flat,331400,130 Castle View
420,University,1952,5,2049,2010,5,Flat,361860,16 Dean’s View
421,University,1984,6,2102,2017,6,Bungalow,384280,168 Faculty Court
422,Old Town,1981,2,1053,2017,2,Bungalow,135300,118 Pillory Hill
423,Old Town,1904,2,981,2018,2,Terraced,128100,53 Stable Mews
424,New Development,1988,6,1743,2018,6,Detached,316590,92 Magnolia Row
425,New Development,1935,1,745,2022,1,Semi-detached,111850,119 Juniper Walk
426,New Development,1973,4,1419,2015,4,Detached,244470,54 Horizon Close
427,University,2014,2,1089,2022,1,Bungalow,177460,46 Research Boulevard
428,University,1945,6,2297,2014,6,Detached,411580,185 Scholar’s Walk
429,University,1922,6,2175,2021,6,Terraced,307500,147 Dean’s View
430,City Centre,1987,3,1018,2021,3,Detached,197700,116 Market Lane
431,City Centre,1944,4,1908,2016,4,Detached,346200,55 Victoria Parade
432,University,1909,5,1809,2018,5,Semi-detached,346350,64 Alumni Grove
433,City Centre,1953,1,732,2014,1,Terraced,124800,175 Cathedral Row
434,University,1969,5,1872,2021,5,Detached,355800,164 Freshers Row
435,University,1976,4,1546,2012,4,Terraced,260980,157 Scholar’s Walk
436,Old Town,1984,4,1639,2018,4,Terraced,223900,25 Abbey Lane
437,City Centre,1931,4,1605,2019,4,Bungalow,300750,189 Queen Avenue
438,University,1942,5,1833,2022,5,Flat,349950,108 Dean’s View
439,City Centre,2017,4,1589,2017,4,Terraced,298350,109 Clock Tower Road
440,New Development,2020,6,2328,2020,6,Flat,392640,162 Poppy Crescent
441,City Centre,1914,5,2024,2019,5,Bungalow,378600,13 Crown Street
442,University,1965,4,1609,2020,4,Terraced,220900,39 Research Boulevard
443,University,2021,6,2386,2021,6,Semi-detached,400180,55 Dean’s View
444,New Development,2022,3,1236,2022,3,Semi-detached,205680,101 Lavender Park
445,University,1914,4,2045,2011,4,Flat,346300,133 Chancellor Road
446,University,2014,5,2271,2016,5,Bungalow,392940,108 Research Boulevard
447,New Development,1980,2,1076,2011,2,Semi-detached,169880,179 Poppy Crescent
448,City Centre,1919,4,1212,2016,4,Semi-detached,241800,156 Cathedral Row
449,City Centre,1949,2,1061,2017,2,Flat,189150,174 King Street
450,University,1905,6,2099,2021,6,Detached,404850,85 Lecture Hall Lane
451,University,1978,3,1153,2020,3,Semi-detached,217950,82 Alumni Grove
452,University,1916,1,682,2017,1,Flat,110480,29 Lecture Hall Lane
453,Old Town,2019,3,1170,2019,3,Detached,162000,169 Abbey Lane
454,New Development,1925,4,1701,2018,2,Bungalow,271130,20 Rosehip Road
455,City Centre,1921,2,1162,2019,1,Flat,199300,117 Crown Street
456,University,1972,2,1083,2019,2,Flat,181620,94 Graduation Way
457,Old Town,1963,5,2591,2019,4,Terraced,329100,5 Castle View
458,New Development,1975,2,845,2015,2,Bungalow,139850,180 Birch Grove
459,New Development,1985,5,1773,2013,5,Terraced,305490,198 Maple Drive
460,New Development,1957,6,1917,2017,6,Detached,339210,3 Rosehip Road
461,City Centre,1986,1,761,2013,1,Flat,129150,183 Parliament Street
462,New Development,1936,4,1556,2013,4,Detached,262280,31 Lavender Park
463,University,1977,5,1947,2020,5,Semi-detached,367050,151 Chancellor Road
464,University,1987,1,732,2017,1,Flat,88200,8 Alumni Grove
465,University,1971,2,855,2013,1,Terraced,144700,7 Campus Avenue
466,University,1989,2,938,2010,2,Bungalow,161320,22 Study Mews
467,University,1995,1,750,2015,1,Flat,120000,45 Library Lane
468,New Development,2020,2,945,2021,2,Flat,152850,13 Birch Grove
469,University,1927,6,1686,2017,6,Terraced,326040,129 Study Mews
470,University,1995,6,1929,2012,6,Semi-detached,282900,84 Lecture Hall Lane
471,City Centre,1985,1,686,2011,1,Semi-detached,117900,28 Station Road
472,University,1948,5,1942,2015,5,Terraced,346880,188 Union Street
473,City Centre,1972,5,1882,2010,5,Semi-detached,357300,178 Parliament Street
474,University,1966,1,669,2020,1,Semi-detached,115350,42 Professor’s Close
475,University,1988,5,2135,2014,5,Bungalow,373900,31 Seminar Terrace
476,University,2002,5,1868,2015,5,Flat,336520,140 Chancellor Road
477,University,1975,6,2263,2017,6,Bungalow,406820,189 Scholar’s Walk
478,University,1992,5,1760,2016,4,Terraced,298800,64 Professor’s Close
479,University,1966,3,1526,2015,3,Bungalow,258640,111 Chancellor Road
480,New Development,1940,4,1522,2011,4,Terraced,257860,152 Rosehip Road
481,Old Town,1945,2,1007,2021,2,Flat,130700,175 The Old Yard
482,University,1986,3,1455,2017,3,Semi-detached,263250,99 Campus Avenue
483,Old Town,1986,5,1970,2017,5,Semi-detached,272000,107 Butcher’s Row
484,University,1954,6,2277,2020,6,Semi-detached,408780,94 Dean’s View
485,City Centre,1981,1,601,2014,1,Terraced,105150,195 Crown Street
486,University,1910,5,2070,2012,4,Bungalow,359800,27 Academic Crescent
487,University,1999,6,2217,2021,6,Flat,400380,28 Dean’s View
488,City Centre,1925,4,1708,2020,4,Semi-detached,316200,34 Grand Arcade
489,Old Town,1971,5,1946,2017,5,Semi-detached,269600,156 Chapel Walk
490,University,1991,1,672,2014,1,Flat,109080,194 Exam Square
491,City Centre,1981,6,2468,2012,6,Detached,460200,32 Albert Walk
492,University,1912,6,2259,2018,6,Detached,315900,26 Professor’s Close
493,University,1935,6,1813,2018,6,Semi-detached,325690,190 Varsity Place
494,University,2005,4,1862,2021,4,Terraced,246200,168 Study Mews
495,Old Town,2003,5,1542,2016,5,Terraced,229200,147 Town Gate
496,City Centre,2007,4,1780,2022,3,Semi-detached,322000,148 Parliament Street
497,Old Town,1963,2,1149,2017,2,Terraced,144900,122 Abbey Lane
498,New Development,1950,2,889,2022,2,Terraced,145570,14 Willow Heights
499,New Development,1975,5,1869,2014,4,Terraced,312970,171 Blossom Rise
500,University,1921,4,1557,2014,4,Detached,277980,27 Lecture Hall Lane
501,New Development,1959,1,691,2014,1,Semi-detached,104830,53 Juniper Walk
502,University,1901,6,2749,2011,6,Bungalow,474860,34 Scholar’s Walk
503,New Development,1955,6,1872,2012,6,Terraced,333360,88 Ivy Boulevard
504,Old Town,1939,5,1823,2017,4,Flat,252300,123 Old Forge Lane
505,University,1927,2,1150,2022,2,Flat,191000,29 Professor’s Close
506,New Development,1976,2,968,2015,2,Semi-detached,155840,26 Dahlia Court
507,Old Town,1996,6,1919,2018,6,Bungalow,281900,138 Heritage Close
508,Old Town,1902,5,1966,2016,5,Bungalow,271600,9 Cobbler’s Alley
509,University,1962,4,1761,2015,4,Flat,306540,98 Alumni Grove
510,City Centre,1997,2,961,2020,2,Semi-detached,174150,122 Union Street
511,University,1922,4,1711,2013,4,Semi-detached,231100,6 Freshers Row
512,Old Town,1954,2,862,2016,2,Flat,116200,147 Mill Street
513,City Centre,1931,2,868,2013,2,Semi-detached,160200,143 Castle Lane
514,University,1983,3,1234,2016,3,Flat,217760,57 Professor’s Close
516,New Development,1907,1,738,2011,1,Terraced,110940,182 Blossom Rise
517,Old Town,1902,5,1604,2016,5,Bungalow,235400,180 Chapel Walk
518,City Centre,1993,5,2081,2017,5,Bungalow,387150,114 Victoria Parade
519,Old Town,1988,4,1633,2019,4,Detached,223300,135 Town Gate
520,University,1952,2,912,2020,1,Flat,152680,93 Graduation Way
521,Old Town,1993,1,633,2011,1,Semi-detached,78300,87 The Old Yard
522,New Development,1928,4,1646,2015,3,Bungalow,268980,84 Ivy Boulevard
523,City Centre,2010,3,1493,2013,3,Semi-detached,268950,69 Crown Street
524,University,1993,4,1607,2014,4,Bungalow,284980,61 Alumni Grove
525,Old Town,1997,4,1413,2010,4,Terraced,201300,29 Castle View
526,New Development,1988,2,813,2015,2,Semi-detached,135690,45 Sycamore Way
527,Old Town,1980,3,1529,2021,3,Semi-detached,197900,133 The Green
528,New Development,1958,4,1808,2021,4,Bungalow,295040,129 Blossom Rise
529,City Centre,1923,1,715,2020,1,Detached,122250,134 Parliament Street
530,University,1937,1,774,2017,1,Flat,123360,24 Exam Square
531,Old Town,1927,5,1956,2011,5,Semi-detached,270600,62 Heritage Close
532,University,1996,3,1220,2010,3,Terraced,215800,162 Exam Square
533,City Centre,1961,3,1383,2018,3,Semi-detached,252450,137 Crown Street
534,New Development,1999,5,1693,2011,5,Detached,295090,89 Sycamore Way
535,City Centre,1950,4,1401,2017,4,Detached,270150,59 High Street
536,City Centre,1906,3,1416,2014,3,Bungalow,257400,173 Market Lane
537,University,1922,1,743,2011,1,Flat,119020,72 Research Boulevard
538,City Centre,2017,1,636,2017,1,Flat,110400,48 Bridge Street
539,Old Town,1945,2,876,2018,2,Detached,117600,45 Cobbler’s Alley
540,New Development,1989,3,1233,2015,3,Bungalow,205290,128 Ivy Boulevard
541,City Centre,1977,4,1458,2012,4,Terraced,278700,117 Station Road
542,Old Town,2005,5,2019,2021,5,Bungalow,276900,97 Cobbler’s Alley
543,New Development,1927,5,1912,2017,5,Semi-detached,323560,127 Chestnut Mews
544,University,1923,4,1833,2010,4,Terraced,316620,42 Study Mews
545,New Development,1906,6,2295,2018,6,Semi-detached,388350,111 Rosehip Road
546,University,2011,2,936,2018,2,Semi-detached,161040,59 Alumni Grove
547,New Development,1999,5,1427,2013,5,Flat,260510,105 Ivy Boulevard
548,City Centre,2002,3,1327,2022,3,Semi-detached,244050,101 Bridge Street
549,University,1978,2,829,2017,2,Terraced,146060,75 Union Street
550,University,1948,3,1201,2020,3,Flat,213140,171 Dean’s View
551,University,1902,1,664,2020,1,Detached,107960,62 Dean’s View
552,City Centre,2011,2,949,2012,2,Flat,172350,160 Queen Avenue
553,City Centre,1901,5,1571,2022,5,Flat,310650,66 High Street
554,New Development,1906,2,927,2015,2,Detached,150510,128 Sycamore Way
555,New Development,2020,2,1115,2020,2,Terraced,174950,158 Blossom Rise
556,City Centre,1979,2,1114,2019,2,Semi-detached,197100,65 Union Street
557,City Centre,1920,6,2660,2017,6,Detached,489000,28 Merchant Street
558,University,1908,2,1001,2020,2,Bungalow,170140,16 Varsity Place
559,University,1911,3,1341,2018,3,Terraced,219330,169 Research Boulevard
560,New Development,1992,1,758,2017,1,Terraced,113540,122 Maple Drive
561,University,1923,4,1306,2018,4,Flat,242840,113 Campus Avenue
562,University,1932,2,1081,2013,2,Terraced,181340,110 Research Boulevard
563,University,1977,5,2226,2019,5,Flat,386640,145 Lab Street
564,Old Town,1942,2,911,2010,2,Flat,121100,8 Bell Tower Street
565,Old Town,1981,5,2246,2016,5,Detached,299600,188 Chapel Walk
566,City Centre,2017,3,1609,2020,3,Bungalow,286350,60 King Street
567,New Development,1904,5,2094,2021,5,Semi-detached,347220,80 Chestnut Mews
568,University,1978,4,1719,2019,4,Flat,300660,112 Dean’s View
569,University,2022,1,644,2022,1,Flat,105160,76 Scholar’s Walk
570,New Development,1970,5,2167,2010,4,Terraced,351710,164 Sycamore Way
571,Old Town,1988,5,1644,2012,5,Detached,239400,163 Church Road
572,New Development,1913,1,718,2016,1,Semi-detached,108340,83 Magnolia Row
573,City Centre,2015,4,1694,2020,4,Semi-detached,314100,75 Bridge Street
574,Old Town,2003,2,670,2012,2,Terraced,97000,194 Pillory Hill
575,University,1935,5,2001,2010,5,Semi-detached,335130,40 Faculty Court
576,New Development,1934,1,831,2016,1,Terraced,123030,106 Primrose Avenue
577,University,2007,3,986,2017,3,Semi-detached,192900,108 Faculty Court
578,New Development,1949,1,697,2014,1,Detached,105610,123 Rosehip Road
579,Old Town,1987,3,1008,2015,3,Semi-detached,145800,129 Mill Street
580,University,1978,4,1421,2012,4,Flat,258940,44 College Road
581,University,1910,2,807,2014,2,Flat,142980,175 Seminar Terrace
582,University,1923,1,708,2012,1,Detached,114120,127 Campus Avenue
583,Old Town,1974,6,2438,2022,6,Semi-detached,333800,28 Abbey Lane
584,New Development,1943,5,2002,2011,5,Bungalow,335260,148 Horizon Close
585,New Development,1950,4,1414,2016,3,Semi-detached,238820,176 Magnolia Row
586,University,1916,1,670,2019,1,Flat,102100,17 Varsity Place
587,University,1969,5,1968,2020,5,Terraced,330840,188 Scholar’s Walk
588,University,1984,1,655,2016,1,Semi-detached,106700,197 Varsity Place
589,Old Town,1907,3,1101,2021,3,Terraced,155100,162 Abbey Lane
590,University,1978,1,688,2017,1,Bungalow,118200,129 Research Boulevard
591,Old Town,2017,6,1917,2021,6,Flat,281700,146 Mill Street
592,New Development,2015,1,721,2015,1,Terraced,108730,150 Juniper Walk
593,New Development,1995,1,765,2011,1,Terraced,114450,160 Aspen Gardens
594,Old Town,2021,6,2979,2021,6,Semi-detached,387900,43 Mill Street
595,Old Town,1973,4,1668,2021,4,Semi-detached,226800,49 Market Cross Road
596,University,1927,1,732,2012,1,Terraced,117480,47 Library Lane
597,New Development,1978,6,2020,2016,5,Bungalow,347600,192 Bluebell View
598,Old Town,1911,5,1766,2016,5,Semi-detached,251600,4 Mill Street
599,New Development,1942,3,1493,2016,3,Semi-detached,239090,158 Ivy Boulevard
600,Old Town,1981,3,1259,2010,3,Semi-detached,170900,54 Cobbler’s Alley
601,New Development,2019,1,704,2019,1,Bungalow,106520,45 Lavender Park
602,Old Town,1936,4,1845,2017,4,Detached,244500,131 Friar’s Court
603,New Development,2007,4,1546,2018,3,Semi-detached,255980,89 Maple Drive
604,City Centre,1987,5,2275,2019,5,Semi-detached,416250,13 Clock Tower Road
605,University,1962,1,729,2022,1,Flat,117060,72 Library Lane
606,City Centre,2000,3,1368,2016,3,Bungalow,250200,18 Merchant Street
607,University,2017,4,1470,2022,4,Terraced,265800,163 Seminar Terrace
609,Old Town,1962,4,1514,2021,4,Terraced,211400,16 Butcher’s Row
610,City Centre,1909,6,2341,2013,6,Semi-detached,441150,61 Cathedral Row
611,University,1977,4,1580,2019,4,Semi-detached,281200,65 Professor’s Close
612,New Development,1979,3,1445,2017,3,Bungalow,232850,71 Birch Grove
613,University,1936,2,997,2022,1,Terraced,124700,65 Lab Street
614,Old Town,1910,5,2409,2014,5,Detached,315900,142 Manor Row
615,New Development,2014,5,1831,2014,5,Bungalow,313030,156 Cedar Crescent
616,New Development,1989,3,1220,2016,2,Flat,198600,65 Ivy Boulevard
617,University,2003,4,1669,2015,4,Flat,293660,162 Library Lane
618,New Development,1918,1,754,2018,1,Bungalow,113020,108 Sycamore Way
619,Old Town,1951,4,1814,2013,3,Bungalow,236400,104 Manor Row
620,New Development,2017,3,1325,2017,2,Detached,212250,141 Horizon Close
621,University,1917,5,1985,2017,5,Flat,372750,93 Varsity Place
622,Old Town,1993,4,1668,2013,4,Bungalow,226800,173 Abbey Lane
623,New Development,1931,5,1631,2012,5,Semi-detached,287030,187 Cedar Crescent
624,Old Town,1922,1,751,2016,1,Detached,90100,6 Stable Mews
626,University,1911,5,1631,2014,5,Flat,319650,168 Research Boulevard
627,University,1957,2,1006,2018,2,Flat,170840,141 Lab Street
628,City Centre,1976,2,968,2014,1,Detached,170200,190 George Square
629,New Development,1920,6,2439,2018,6,Terraced,407070,184 Juniper Walk
630,Old Town,1920,2,1045,2015,2,Terraced,134500,196 Cobbler’s Alley
631,New Development,1992,5,1935,2015,5,Flat,326550,37 Dahlia Court
632,University,1992,3,1131,2020,3,Flat,203340,2 Research Boulevard
633,Old Town,2013,5,1907,2015,5,Detached,265700,97 The Old Yard
634,New Development,1990,3,1292,2016,3,Flat,212960,197 Chestnut Mews
635,New Development,1928,3,1333,2021,3,Detached,218290,16 Ivy Boulevard
636,University,1978,2,957,2020,2,Detached,125700,27 Research Boulevard
637,Old Town,1946,4,1705,2013,4,Detached,230500,11 Market Cross Road
638,University,1911,1,683,2013,1,Semi-detached,110620,66 Seminar Terrace
639,City Centre,1957,2,1043,2018,1,Flat,181450,35 King Street
640,City Centre,1940,2,1080,2021,2,Terraced,192000,65 Prince’s Gate
641,University,1918,4,1493,2016,3,Terraced,204300,153 Study Mews
642,City Centre,1911,1,661,2020,1,Bungalow,114150,181 Grand Arcade
643,University,1922,5,2019,2019,5,Terraced,357660,189 Seminar Terrace
644,City Centre,1904,6,1804,2015,6,Detached,360600,143 Queen Avenue
645,Old Town,2021,6,2533,2021,6,Terraced,343300,82 Cross Keys Way
646,University,1925,5,1903,2016,4,Flat,336420,156 Lecture Hall Lane
647,Old Town,2016,2,989,2016,2,Bungalow,128900,8 Butcher’s Row
648,University,1962,1,727,2021,1,Terraced,116780,152 Chancellor Road
649,University,1951,2,1048,2013,2,Flat,176720,104 College Road
650,Old Town,1909,3,1301,2022,2,Flat,170100,156 Friar’s Court
651,New Development,1985,2,1088,2017,2,Detached,171440,3 Bluebell View
